num_pods,num_clients,session_duration_s,cpu_m,mem_Mi,net_rx_KBps,net_tx_KBps,avg_latency_s,z1_bit,z2_bit,z3_bit,n_sw_z1,n_sw_z2,n_sw_z3,total_stall,start_time,q_res_z1,q_res_z2,q_res_z3,q_sw_z1,q_sw_z2,q_sw_z3,q_stall,QoE
4,1,30,14,37,9,279,0,343266077.712646,19528094549.84108,123608748640.88177,1.0,1.0,1.0,0.0,6.3e-05,5.0,4.929148936170212,4.929148936170212,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.0,4.9571971851063825
4,1,40,17,37,12,331,0,537783400.417395,28648320924.37379,196508758394.3522,1.0,1.0,1.0,0.0,5.5e-05,5.0,4.949545454545455,4.949545454545454,0.015151515151515152,0.015151515151515152,0.015151515151515152,0.0,4.969475621212121
4,1,50,16,38,12,638,0,953855393.296455,53150335101.05331,337411923119.9857,1.0,1.0,1.0,0.0,5.8e-05,5.0,4.956753246753247,4.956753246753246,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.0,4.97378956103896
4,1,60,19,38,12,409,0,682936209.564607,44271448538.18854,307309465007.0836,1.0,1.0,1.0,0.0,5.9e-05,5.0,4.964193548387097,4.964193548387097,0.010752688172043012,0.010752688172043012,0.010752688172043012,0.0,4.978251676344087
4,1,70,18,39,12,403,0,1115992842.346534,57466995983.44412,359616811046.85,1.0,1.0,1.0,0.0,5.8e-05,5.0,4.969166666666666,4.969166666666667,0.009259259259259259,0.009259259259259259,0.009259259259259259,0.0,4.98124134074074
4,1,80,18,39,12,460,0,1065894052.241233,69644728373.24643,446734206025.71454,1.0,1.0,1.0,0.0,5.9e-05,5.0,4.972926829268292,4.972926829268293,0.008130081300813009,0.008130081300813009,0.008130081300813009,0.0,4.983494267479675
4,1,90,19,40,11,598,0,1552053567.947874,95519504909.64568,578774708828.5815,1.0,1.0,1.0,0.0,5.9e-05,5.0,4.974772727272727,4.974772727272727,0.007575757575757576,0.007575757575757576,0.007575757575757576,0.0,4.984602360606059
4,2,30,26,40,17,575,0,283851922.4420015,21070312262.565277,124495212123.80963,1.0,1.0,1.0,0.0,5.85e-05,5.0,4.926804347826087,4.926804347826087,0.021980676328502417,0.021980676328502417,0.021980676328502417,0.0,4.955809078019323
4,2,40,33,40,21,599,0,379058035.396816,27083468223.47738,182824789705.45935,1.0,1.0,1.0,0.0,5.85e-05,5.0,4.94402966101695,4.944029661016948,0.016807909604519774,0.016807909604519774,0.016807909604519774,0.0,4.966149438700565
4,2,50,37,41,24,944,0,635147112.173033,43166472004.35961,274361588628.6664,1.0,1.0,1.0,0.0,5.85e-05,5.0,4.954066780821918,4.954066780821917,0.013793759512937594,0.013793759512937594,0.013793759512937594,0.0,4.972174724733637
